func_name,sleepycat
query_all,1.0036919116973877
query_sp2b_q11,1.0039069652557373
query_sp2b_q8,1.003546953201294
query_sp2b_q9,1.001615047454834
query_sp2b_q12c,1.0043349266052246
query_sp2b_q1,1.00242018699646
query_sp2b_q10,1.006493091583252
query_sp2b_q7,1.0038459300994873
query_sp2b_q6,1.0031208992004395
query_sp2b_q4,1.003507137298584
query_sp2b_q3a,1.003903865814209
query_sp2b_q3c,1.0140149593353271
query_sp2b_q3b,1.0040931701660156
query_sp2b_q5b,1.002223014831543
query_sp2b_q5a,1.0020618438720703
