func_name,sleepycat
query_all,1.003805160522461
query_sp2b_q11,1.0037930011749268
query_sp2b_q8,1.0040020942687988
query_sp2b_q9,1.0039970874786377
query_sp2b_q12c,1.004424810409546
query_sp2b_q1,1.004335880279541
query_sp2b_q10,1.0042729377746582
query_sp2b_q7,1.0031640529632568
query_sp2b_q6,1.0040369033813477
query_sp2b_q4,1.0041489601135254
query_sp2b_q3a,1.0041999816894531
query_sp2b_q3c,1.0042121410369873
query_sp2b_q3b,1.0040090084075928
query_sp2b_q5b,1.0043938159942627
query_sp2b_q5a,1.0043931007385254
