func_name,sleepycat
query_all,1.0039520263671875
query_sp2b_q11,1.0024960041046143
query_sp2b_q8,1.0038599967956543
query_sp2b_q9,1.0040311813354492
query_sp2b_q12c,1.0034291744232178
query_sp2b_q1,1.0042760372161865
query_sp2b_q10,1.003566026687622
query_sp2b_q7,1.0041000843048096
query_sp2b_q6,1.0043458938598633
query_sp2b_q4,1.004810094833374
query_sp2b_q3a,1.0041558742523193
query_sp2b_q3c,1.0048458576202393
query_sp2b_q3b,1.0040650367736816
query_sp2b_q5b,1.0038259029388428
query_sp2b_q5a,1.0270569324493408
