func_name,sleepycat
query_all,1.005134105682373
query_sp2b_q11,1.0024619102478027
query_sp2b_q8,1.003519058227539
query_sp2b_q9,1.0024819374084473
query_sp2b_q12c,1.0045549869537354
query_sp2b_q1,1.0033421516418457
query_sp2b_q10,1.0034399032592773
query_sp2b_q7,1.003612995147705
query_sp2b_q6,1.0033807754516602
query_sp2b_q4,1.0025038719177246
query_sp2b_q3a,1.0013461112976074
query_sp2b_q3c,1.0032880306243896
query_sp2b_q3b,1.0018999576568604
query_sp2b_q5b,1.0023958683013916
query_sp2b_q5a,1.0041818618774414
