func_name,sleepycat
query_all,1.0039618015289307
query_sp2b_q11,1.003877878189087
query_sp2b_q8,1.0036168098449707
query_sp2b_q9,1.0045289993286133
query_sp2b_q12c,1.004136085510254
query_sp2b_q1,1.0042200088500977
query_sp2b_q10,1.0037729740142822
query_sp2b_q7,1.0037541389465332
query_sp2b_q6,1.0039799213409424
query_sp2b_q4,1.0039010047912598
query_sp2b_q3a,1.0040388107299805
query_sp2b_q3c,1.0039479732513428
query_sp2b_q3b,1.0038161277770996
query_sp2b_q5b,1.0037178993225098
query_sp2b_q5a,1.0034611225128174
