func_name,sleepycat
query_all,1.002518892288208
query_sp2b_q11,1.0036392211914062
query_sp2b_q8,1.0037860870361328
query_sp2b_q9,1.0046310424804688
query_sp2b_q12c,1.0030457973480225
query_sp2b_q1,1.0046379566192627
query_sp2b_q10,1.0044140815734863
query_sp2b_q7,1.0046169757843018
query_sp2b_q6,1.0045158863067627
query_sp2b_q4,1.0025060176849365
query_sp2b_q3a,1.0040671825408936
query_sp2b_q3c,1.003796100616455
query_sp2b_q3b,1.004122018814087
query_sp2b_q5b,1.0041131973266602
query_sp2b_q5a,1.0040528774261475
