func_name,sleepycat
query_all,1.0028479099273682
query_sp2b_q11,1.0039739608764648
query_sp2b_q8,1.0036749839782715
query_sp2b_q9,1.002579927444458
query_sp2b_q12c,1.0042059421539307
query_sp2b_q1,1.0042099952697754
query_sp2b_q10,1.0041110515594482
query_sp2b_q7,1.0037870407104492
query_sp2b_q6,1.004145860671997
query_sp2b_q4,1.004119873046875
query_sp2b_q3a,1.004098892211914
query_sp2b_q3c,1.004749059677124
query_sp2b_q3b,1.0041780471801758
query_sp2b_q5b,1.0026299953460693
query_sp2b_q5a,1.0034849643707275
