func_name,sleepycat
query_all,1.0041730403900146
query_sp2b_q11,1.0044171810150146
query_sp2b_q8,1.0035641193389893
query_sp2b_q9,1.0041451454162598
query_sp2b_q12c,1.004302978515625
query_sp2b_q1,1.004112958908081
query_sp2b_q10,1.0040252208709717
query_sp2b_q7,1.0044329166412354
query_sp2b_q6,1.0042920112609863
query_sp2b_q4,1.0041759014129639
query_sp2b_q3a,1.0030081272125244
query_sp2b_q3c,1.0039939880371094
query_sp2b_q3b,1.0042550563812256
query_sp2b_q5b,1.0040509700775146
query_sp2b_q5a,1.0040318965911865
