func_name,sleepycat
query_all,1.0041511058807373
query_sp2b_q11,1.003303050994873
query_sp2b_q8,1.0026400089263916
query_sp2b_q9,1.0041918754577637
query_sp2b_q12c,1.0023889541625977
query_sp2b_q1,1.0042409896850586
query_sp2b_q10,1.004060983657837
query_sp2b_q7,1.0034091472625732
query_sp2b_q6,1.0040898323059082
query_sp2b_q4,1.003937005996704
query_sp2b_q3a,1.0042638778686523
query_sp2b_q3c,1.0025699138641357
query_sp2b_q3b,1.0043799877166748
query_sp2b_q5b,1.0038490295410156
query_sp2b_q5a,1.0037682056427002
