func_name,sleepycat
query_all,1.0049810409545898
query_sp2b_q11,1.0037498474121094
query_sp2b_q8,1.0038928985595703
query_sp2b_q9,1.0042359828948975
query_sp2b_q12c,1.0041539669036865
query_sp2b_q1,1.003967046737671
query_sp2b_q10,1.0039589405059814
query_sp2b_q7,1.003807783126831
query_sp2b_q6,1.0045039653778076
query_sp2b_q4,1.0024409294128418
query_sp2b_q3a,1.0041770935058594
query_sp2b_q3c,1.003406047821045
query_sp2b_q3b,1.004554033279419
query_sp2b_q5b,1.0040931701660156
query_sp2b_q5a,1.0041210651397705
