func_name,sleepycat
query_all,1.003476858139038
query_sp2b_q11,1.0045220851898193
query_sp2b_q8,1.0034708976745605
query_sp2b_q9,1.0045170783996582
query_sp2b_q12c,1.0038678646087646
query_sp2b_q1,1.0026628971099854
query_sp2b_q10,1.0048329830169678
query_sp2b_q7,1.0041110515594482
query_sp2b_q6,1.0042650699615479
query_sp2b_q4,1.0036401748657227
query_sp2b_q3a,1.0047848224639893
query_sp2b_q3c,1.0040061473846436
query_sp2b_q3b,1.0031120777130127
query_sp2b_q5b,1.004328966140747
query_sp2b_q5a,1.0034549236297607
