func_name,sleepycat
query_all,1.0046820640563965
query_sp2b_q11,1.002938985824585
query_sp2b_q8,1.003830909729004
query_sp2b_q9,1.0043981075286865
query_sp2b_q12c,1.0025439262390137
query_sp2b_q1,1.0036320686340332
query_sp2b_q10,1.0038118362426758
query_sp2b_q7,1.0039339065551758
query_sp2b_q6,1.0040550231933594
query_sp2b_q4,1.0041439533233643
query_sp2b_q3a,1.0026237964630127
query_sp2b_q3c,1.004248857498169
query_sp2b_q3b,1.0040650367736816
query_sp2b_q5b,1.0038020610809326
query_sp2b_q5a,1.0052528381347656
