func_name,sleepycat
query_all,1.0022940635681152
query_sp2b_q11,1.0038762092590332
query_sp2b_q8,1.0039708614349365
query_sp2b_q9,1.0038480758666992
query_sp2b_q12c,1.0041170120239258
query_sp2b_q1,1.0040459632873535
query_sp2b_q10,1.0020060539245605
query_sp2b_q7,1.003971815109253
query_sp2b_q6,1.0040721893310547
query_sp2b_q4,1.002641201019287
query_sp2b_q3a,1.003993034362793
query_sp2b_q3c,1.0033960342407227
query_sp2b_q3b,1.0040411949157715
query_sp2b_q5b,1.0040338039398193
query_sp2b_q5a,1.0040340423583984
