func_name,sleepycat
query_all,1.0036571025848389
query_sp2b_q11,1.0040929317474365
query_sp2b_q8,1.0031309127807617
query_sp2b_q9,1.0026929378509521
query_sp2b_q12c,1.0028109550476074
query_sp2b_q1,1.003735065460205
query_sp2b_q10,1.0038938522338867
query_sp2b_q7,1.0042870044708252
query_sp2b_q6,1.0042710304260254
query_sp2b_q4,1.0035228729248047
query_sp2b_q3a,1.0039639472961426
query_sp2b_q3c,1.0037789344787598
query_sp2b_q3b,1.0039758682250977
query_sp2b_q5b,1.0043649673461914
query_sp2b_q5a,1.002446174621582
