func_name,sleepycat
query_all,1.0037329196929932
query_sp2b_q11,1.0043280124664307
query_sp2b_q8,1.0043349266052246
query_sp2b_q9,1.003783941268921
query_sp2b_q12c,1.0045499801635742
query_sp2b_q1,1.0042099952697754
query_sp2b_q10,1.0031630992889404
query_sp2b_q7,1.0035638809204102
query_sp2b_q6,1.0023720264434814
query_sp2b_q4,1.0020451545715332
query_sp2b_q3a,1.0040831565856934
query_sp2b_q3c,1.003727912902832
query_sp2b_q3b,1.0042259693145752
query_sp2b_q5b,1.0022449493408203
query_sp2b_q5a,1.00307297706604
