func_name,virtuoso,postgres,sleepycat
query_all,1.285074057425129,0.13260922573931094,0.005944685818867629
query_sp2b_q1,0.00567475377273475,0.02788210250208404,0.015372067513308324
query_sp2b_q10,0.0229564168699379,0.019378588379011453,0.010289086864680051
query_sp2b_q11,0.016269558851177587,0.02967812191089877,0.014892853955053253
query_sp2b_q12a,0.019672412719696178,45.68210486050105,0.32629100109128095
query_sp2b_q12c,0.004794389887147314,0.034375733284608,0.018992836506419572
query_sp2b_q2,0.5410631581792743,98.8088665233353,3.88133432872405
query_sp2b_q3a,0.12706444737817177,0.03344088610613976,0.030150575278949432
query_sp2b_q3b,0.019721352403664898,0.04363582597068261,0.021839470694607684
query_sp2b_q3c,0.013141284842045887,0.03371706734545327,0.02133415400798698
query_sp2b_q4,2.5961881348496885,0.051093443355008476,0.0395840105976246
query_sp2b_q5a,0.12719132176548137,0.044087145759973696,0.032909876034896354
query_sp2b_q5b,0.1246160944226392,0.030034598480292964,0.020284041389069238
query_sp2b_q6,0.3628421384183864,0.06619689562535586,0.05437007445000595
query_sp2b_q7,0.06374147295613043,0.06337652919901034,0.049378335557701776
query_sp2b_q8,0.0761695891213538,0.09663860451180586,0.08368298849871361
query_sp2b_q9,0.026726164249336958,0.02985699308460884,0.01857187676183174
