func_name,virtuoso,postgres,sleepycat
query_all,1.2126901149749756,0.018305063247680664,0.0058939456939697266
query_sp2b_q11,0.014301061630249023,0.025728940963745117,0.015011072158813477
query_sp2b_q8,0.09838700294494629,0.10099196434020996,0.10160207748413086
query_sp2b_q9,0.02493596076965332,0.029477834701538086,0.019371986389160156
query_sp2b_q12a,0.01822185516357422,12.693290948867798,0.21192693710327148
query_sp2b_q12c,0.004121065139770508,0.029402971267700195,0.01117706298828125
query_sp2b_q2,0.5306580066680908,98.6861560344696,4.611811876296997
query_sp2b_q1,0.0069429874420166016,0.026339054107666016,0.015281200408935547
query_sp2b_q10,0.034535884857177734,0.01817798614501953,0.008273839950561523
query_sp2b_q7,0.027940034866333008,0.06288599967956543,0.04892992973327637
query_sp2b_q6,0.39911913871765137,0.06560802459716797,0.05489301681518555
query_sp2b_q4,2.8075430393218994,0.04923701286315918,0.03811502456665039
query_sp2b_q3a,0.12031793594360352,0.03527188301086426,0.023138046264648438
query_sp2b_q3c,0.009948968887329102,0.04828310012817383,0.02788400650024414
query_sp2b_q3b,0.004848003387451172,0.03604316711425781,0.02246713638305664
query_sp2b_q5b,0.11771011352539062,0.03026580810546875,0.019103050231933594
query_sp2b_q5a,0.12405896186828613,0.04299807548522949,0.03212594985961914
