func_name,virtuoso,postgres,sleepycat
query_all,0.2719594112499788,0.31110251547364964,0.0011957191670454515
query_sp2b_q1,0.0014551857490361893,0.0057481038834865834,0.0029684566130933963
query_sp2b_q10,0.00634575204091273,0.004618288469616493,0.006737642777055491
query_sp2b_q11,0.005888936787204912,0.012397616937345922,0.0027487981836832962
query_sp2b_q12a,0.004432360305148075,49.74416471509906,0.1502010039960007
query_sp2b_q12c,0.004592586113369982,0.012454936025107924,0.016255219634688962
query_sp2b_q2,0.14343827740745949,19.143168444664475,0.7962210432044672
query_sp2b_q3a,0.040699080900469496,0.006526491529716862,0.022660314653104013
query_sp2b_q3b,0.049820731333286045,0.023351504243587642,0.004333487781952104
query_sp2b_q3c,0.03134284380454567,0.006922302041383986,0.004192466101320727
query_sp2b_q4,0.49958106370083305,0.010228898666238297,0.00840445845099557
query_sp2b_q5a,0.025221219675818463,0.008748943329443253,0.007990007053868329
query_sp2b_q5b,0.028622019130306094,0.005669347627169454,0.007036245970991145
query_sp2b_q6,0.07193014222923538,0.012207504818270855,0.010062226215632944
query_sp2b_q7,0.0900548493150671,0.01590252600575534,0.009798707295233942
query_sp2b_q8,0.018106856091276328,0.0186816202697767,0.016296806629726115
query_sp2b_q9,0.005745127184074172,0.005560258860039921,0.003488072581963788
