func_name,sleepycat
query_all,1.0128400325775146
query_sp2b_q11,1.0125479698181152
query_sp2b_q8,1.0116260051727295
query_sp2b_q9,1.0128059387207031
query_sp2b_q12c,1.010246992111206
query_sp2b_q1,1.0132222175598145
query_sp2b_q10,1.0105869770050049
query_sp2b_q7,1.0096399784088135
query_sp2b_q6,1.0127618312835693
query_sp2b_q4,1.008944034576416
query_sp2b_q3a,1.0134079456329346
query_sp2b_q3c,1.0091938972473145
query_sp2b_q3b,1.0125160217285156
query_sp2b_q5b,1.0110321044921875
query_sp2b_q5a,1.1198298931121826
