func_name,sleepycat
query_all,1.0121018886566162
query_sp2b_q11,1.0125868320465088
query_sp2b_q8,1.0124311447143555
query_sp2b_q9,1.0131220817565918
query_sp2b_q12c,1.0123507976531982
query_sp2b_q1,1.0131170749664307
query_sp2b_q10,1.0138719081878662
query_sp2b_q7,1.0137200355529785
query_sp2b_q6,1.0129950046539307
query_sp2b_q4,1.0091819763183594
query_sp2b_q3a,1.0133559703826904
query_sp2b_q3c,1.0124390125274658
query_sp2b_q3b,1.0127840042114258
query_sp2b_q5b,1.013106107711792
query_sp2b_q5a,1.0134050846099854
